P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM02	1PP001	MCEV  	14721RB0 0001AA   	           	VALVE EXHAUST                 	20/12/2019	    6000	       0	      6000	0
12/2019	G4AM02	1PP001	MCEV  	14721RB0 0001AA   	           	VALVE EXHAUST                 	25/12/2019	    9000	       0	      9000	0
12/2019	G4AM02	1PP001	MCEV  	14721RB0 0001AA   	           	VALVE EXHAUST                 	26/12/2019	   12000	       0	     12000	0
12/2019	G4AM02	1PP001	MCEV  	14721RB0 0001AA   	           	VALVE EXHAUST                 	27/12/2019	    4560	       0	      4560	0
12/2019	G4AM04	1PA004	AM    	91201R7W 0030     	           	OIL SEAL,32X47X8.5            	28/11/2019	   42660	       0	     42660	0
12/2019	G4AM04	1PA004	AM    	91301PC9 0034     	           	O-RING,7.7X2.3                	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PA004	AM    	91306R7L 0030     	           	O-RING,28.4X2.4               	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PA004	AM    	91308R7W 0030     	           	PACKING,P-OIL SENSOR          	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	12/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	13/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	14/12/2019	     660	       0	       660	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	16/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	17/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	18/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	19/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	20/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	25/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PF001	AM    	488005TH A001     	           	CLUTCH ASSY,DIFF              	26/12/2019	     600	       0	       600	0
12/2019	G4AM04	1PH001	AM    	41271R7L 0000     	           	SPACER,PINION                 	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	12/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	13/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	14/12/2019	     660	       0	       660	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	16/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	17/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	18/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	19/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	20/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	25/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	481005TH 0001     	           	OIL PUMP ASSY                 	26/12/2019	     600	       0	       600	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	12/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	13/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	14/12/2019	     660	       0	       660	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	16/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	17/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	18/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	19/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	20/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	25/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	48210R7W 0000     	           	SUB ASSY,LUB PUMP             	26/12/2019	     600	       0	       600	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	12/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	13/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	14/12/2019	     660	       0	       660	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	16/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	17/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	18/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	19/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	20/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	25/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PH001	AM    	489005TG 0131     	           	MOTOR ASSY                    	26/12/2019	     600	       0	       600	0
12/2019	G4AM04	1PI001	AM    	9430108100        	           	DOWEL,PIN 8X10                	28/11/2019	   85320	       0	     85320	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	12/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	13/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	14/12/2019	     660	       0	       660	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	16/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	17/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	18/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	19/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	20/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	25/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PM001	AM    	41100R7W 0032     	           	DIFF COMP                     	26/12/2019	     600	       0	       600	0
12/2019	G4AM04	1PN002	AM    	91101R7L 0030     	           	NEEDLE,THRUST 80X101.8X3.6    	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PN003	AM    	91127R7W 0030     	           	BRG,ANGULAR 32X60X15.5        	28/11/2019	   28440	       0	     28440	0
12/2019	G4AM04	1PN007	AM    	91303R7L 0030     	           	O-RING,19.1X2.4               	28/11/2019	   14220	       0	     14220	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	28/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	29/11/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	02/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	03/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	04/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	05/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	06/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	09/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	10/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	11/12/2019	     720	       0	       720	0
12/2019	G4AM04	1PS006	AM    	411405Y2 0001     	           	GEAR SET,HYPOID               	12/12/2019	     720	       0	       720	0
